session_id,project_id,quest_name,quest_id,user_id,user_sex,user_status,user_age,q_name,q_id,order,dv,starttime,endtime
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_11_EC,92860891,11,Strongly Disagree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_12_S,92860892,12,Strongly Disagree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_13_EA,92860893,13,Slightly Agree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_14_PS,92860894,14,Slightly Agree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_15_FFS,92860895,15,Slightly Disagree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_16_FFS,92860896,16,Strongly Disagree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_17_EC,92860897,17,Strongly Agree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_18_S,92860898,18,Neutral,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_19_NA,92860899,19,Slightly Disagree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_20_RC,92860900,20,Slightly Disagree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_21_FFS,92860901,21,Slightly Agree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_22_PS,92860902,22,Slightly Agree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_23_PS,92860903,23,Slightly Disagree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_24_S,92860904,24,Slightly Agree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_25_RC,92860905,25,Strongly Agree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_26_NA,92860906,26,Strongly Agree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_27_EA,92860907,27,Slightly Agree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_28_S,92860908,28,Neutral,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_29_PS,92860909,29,Slightly Agree,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125631,female,test,26.0,MDEES_30_PS,92860910,30,Neutral,2024-09-10 10:57:37,2024-09-10 10:59:19
149074,1110,Measure of State Empathy,7472,125631,female,test,26.0,MSE_1,92861225,1,5,2024-09-10 10:59:22,2024-09-10 10:59:50
149074,1110,Measure of State Empathy,7472,125631,female,test,26.0,MSE_2,92861226,2,6,2024-09-10 10:59:22,2024-09-10 10:59:50
149074,1110,Measure of State Empathy,7472,125631,female,test,26.0,MSE_3,92861227,3,4,2024-09-10 10:59:22,2024-09-10 10:59:50
149074,1110,Measure of State Empathy,7472,125631,female,test,26.0,MSE_4,92861228,4,3,2024-09-10 10:59:22,2024-09-10 10:59:50
149074,1110,Measure of State Empathy,7472,125631,female,test,26.0,MSE_5,92861229,5,1,2024-09-10 10:59:22,2024-09-10 10:59:50
149074,1110,Measure of State Empathy,7472,125631,female,test,26.0,MSE_6,92861230,6,4,2024-09-10 10:59:22,2024-09-10 10:59:50
149074,1110,Measure of State Empathy,7472,125631,female,test,26.0,MSE_7,92861231,7,4,2024-09-10 10:59:22,2024-09-10 10:59:50
149074,1110,Measure of State Empathy,7472,125631,female,test,26.0,MSE_8,92861232,8,4,2024-09-10 10:59:22,2024-09-10 10:59:50
149074,1110,Measure of State Empathy,7472,125631,female,test,26.0,MSE_9,92861233,9,2,2024-09-10 10:59:22,2024-09-10 10:59:50
149074,1110,Co-Presence,7724,125631,female,test,26.0,,92863929,1,7,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,,92863930,2,3,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,,92863931,3,5,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,CP_04,92863932,4,3,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,,92863933,5,5,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,,92863934,6,6,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,CP_07,92863935,7,4,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,,92863936,8,3,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,CP_09,92863937,9,3,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,CP_10,92863938,10,6,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,,92863939,11,6,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,,92863940,12,4,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,CP_13,92863941,13,5,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,,92863942,14,2,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,CP_15,92863943,15,6,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,CP_16,92863944,16,6,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,CP_17,92863945,17,6,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,,92863946,18,3,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Co-Presence,7724,125631,female,test,26.0,,92863947,19,4,2024-09-10 10:59:50,2024-09-10 11:00:15
149074,1110,Qualitative Qs ,7717,125631,female,test,26.0,,92863862,1, answer 1,2024-09-10 11:00:15,2024-09-10 11:00:33
149074,1110,Qualitative Qs ,7717,125631,female,test,26.0,,92863860,2,answer 2,2024-09-10 11:00:15,2024-09-10 11:00:33
149074,1110,Qualitative Qs ,7717,125631,female,test,26.0,qual_1,92863858,3,answer 3,2024-09-10 11:00:15,2024-09-10 11:00:33
149074,1110,Qualitative Qs ,7717,125631,female,test,26.0,,92863859,4,answer 4,2024-09-10 11:00:15,2024-09-10 11:00:33
149074,1110,Qualitative Qs ,7717,125631,female,test,26.0,,92863861,5,answer 5,2024-09-10 11:00:15,2024-09-10 11:00:33
149075,1110,Participant ID,7716,125632,male,test,23.0,participant_id,92863857,1,test 2,2024-09-10 11:25:39,2024-09-10 11:25:59
149075,1110,Participant ID,7716,125632,male,test,23.0,condition,92863948,2,C,2024-09-10 11:25:39,2024-09-10 11:25:59
149076,1110,Participant ID,7716,125633,female,test,25.0,participant_id,92863857,1,test 3,2024-09-10 11:28:09,2024-09-10 11:28:20
149076,1110,Participant ID,7716,125633,female,test,25.0,condition,92863948,2,R,2024-09-10 11:28:09,2024-09-10 11:28:20
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_1_RC,92860881,1,Neutral,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_2_NA,92860882,2,Slightly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_3_S,92860883,3,Slightly Agree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_4_EA,92860884,4,Slightly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_5_S,92860885,5,Slightly Agree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_6_S,92860886,6,Slightly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_7_NA,92860887,7,Strongly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_8_S,92860888,8,Slightly Agree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_9_EA,92860889,9,Strongly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_10_FFS,92860890,10,Strongly Agree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_11_EC,92860891,11,Slightly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_12_S,92860892,12,Slightly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_13_EA,92860893,13,Slightly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_14_PS,92860894,14,Slightly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_15_FFS,92860895,15,Strongly Agree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_16_FFS,92860896,16,Strongly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_17_EC,92860897,17,Slightly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_18_S,92860898,18,Slightly Agree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_19_NA,92860899,19,Slightly Agree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_20_RC,92860900,20,Slightly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_21_FFS,92860901,21,Neutral,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_22_PS,92860902,22,Strongly Agree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_23_PS,92860903,23,Strongly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_24_S,92860904,24,Slightly Agree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_25_RC,92860905,25,Slightly Agree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_26_NA,92860906,26,Neutral,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_27_EA,92860907,27,Strongly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_28_S,92860908,28,Strongly Agree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_29_PS,92860909,29,Slightly Disagree,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125633,female,test,25.0,MDEES_30_PS,92860910,30,Neutral,2024-09-10 11:28:20,2024-09-10 11:28:46
149076,1110,Measure of State Empathy,7472,125633,female,test,25.0,MSE_1,92861225,1,6,2024-09-10 11:28:48,2024-09-10 11:29:22
149076,1110,Measure of State Empathy,7472,125633,female,test,25.0,MSE_2,92861226,2,6,2024-09-10 11:28:48,2024-09-10 11:29:22
149076,1110,Measure of State Empathy,7472,125633,female,test,25.0,MSE_3,92861227,3,2,2024-09-10 11:28:48,2024-09-10 11:29:22
149076,1110,Measure of State Empathy,7472,125633,female,test,25.0,MSE_4,92861228,4,6,2024-09-10 11:28:48,2024-09-10 11:29:22
149076,1110,Measure of State Empathy,7472,125633,female,test,25.0,MSE_5,92861229,5,6,2024-09-10 11:28:48,2024-09-10 11:29:22
149076,1110,Measure of State Empathy,7472,125633,female,test,25.0,MSE_6,92861230,6,3,2024-09-10 11:28:48,2024-09-10 11:29:22
149076,1110,Measure of State Empathy,7472,125633,female,test,25.0,MSE_7,92861231,7,2,2024-09-10 11:28:48,2024-09-10 11:29:22
149076,1110,Measure of State Empathy,7472,125633,female,test,25.0,MSE_8,92861232,8,2,2024-09-10 11:28:48,2024-09-10 11:29:22
149076,1110,Measure of State Empathy,7472,125633,female,test,25.0,MSE_9,92861233,9,5,2024-09-10 11:28:48,2024-09-10 11:29:22
149076,1110,Co-Presence,7724,125633,female,test,25.0,,92863929,1,6,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,,92863930,2,3,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,,92863931,3,7,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,CP_04,92863932,4,7,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,,92863933,5,3,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,,92863934,6,7,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,CP_07,92863935,7,7,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,,92863936,8,4,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,CP_09,92863937,9,3,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,CP_10,92863938,10,2,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,,92863939,11,7,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,,92863940,12,7,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,CP_13,92863941,13,6,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,,92863942,14,2,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,CP_15,92863943,15,5,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,CP_16,92863944,16,4,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,CP_17,92863945,17,7,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,,92863946,18,2,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Co-Presence,7724,125633,female,test,25.0,,92863947,19,3,2024-09-10 11:29:22,2024-09-10 11:30:02
149076,1110,Qualitative Qs ,7717,125633,female,test,25.0,,92863859,1,answer 1,2024-09-10 11:30:02,2024-09-10 11:30:18
149076,1110,Qualitative Qs ,7717,125633,female,test,25.0,,92863862,2,answer 2,2024-09-10 11:30:02,2024-09-10 11:30:18
149076,1110,Qualitative Qs ,7717,125633,female,test,25.0,qual_1,92863858,3,answer 3,2024-09-10 11:30:02,2024-09-10 11:30:18
149076,1110,Qualitative Qs ,7717,125633,female,test,25.0,,92863861,4,answer 4,2024-09-10 11:30:02,2024-09-10 11:30:18
149076,1110,Qualitative Qs ,7717,125633,female,test,25.0,,92863860,5,answer 5,2024-09-10 11:30:02,2024-09-10 11:30:18
149089,1110,Participant ID,7716,125635,male,test,20.0,participant_id,92863857,1,test 4,2024-09-10 14:59:56,2024-09-10 15:00:15
149089,1110,Participant ID,7716,125635,male,test,20.0,condition,92863948,2,C,2024-09-10 14:59:56,2024-09-10 15:00:15
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_1_RC,92860881,1,Strongly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_2_NA,92860882,2,Strongly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_3_S,92860883,3,Slightly Disagree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_4_EA,92860884,4,Slightly Disagree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_5_S,92860885,5,Strongly Disagree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_6_S,92860886,6,Strongly Disagree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_7_NA,92860887,7,Slightly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_8_S,92860888,8,Neutral,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_9_EA,92860889,9,Neutral,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_10_FFS,92860890,10,Strongly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_11_EC,92860891,11,Strongly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_12_S,92860892,12,Slightly Disagree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_13_EA,92860893,13,Slightly Disagree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_14_PS,92860894,14,Slightly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_15_FFS,92860895,15,Neutral,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_16_FFS,92860896,16,Slightly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_17_EC,92860897,17,Neutral,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_18_S,92860898,18,Strongly Disagree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_19_NA,92860899,19,Neutral,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_20_RC,92860900,20,Neutral,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_21_FFS,92860901,21,Slightly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_22_PS,92860902,22,Slightly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_23_PS,92860903,23,Neutral,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_24_S,92860904,24,Slightly Disagree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_25_RC,92860905,25,Strongly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_26_NA,92860906,26,Strongly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_27_EA,92860907,27,Slightly Disagree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_28_S,92860908,28,Neutral,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_29_PS,92860909,29,Slightly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,125635,male,test,20.0,MDEES_30_PS,92860910,30,Slightly Agree,2024-09-10 15:00:15,2024-09-10 15:02:32
149089,1110,Measure of State Empathy,7472,125635,male,test,20.0,MSE_1,92861225,1,2,2024-09-10 15:02:34,2024-09-10 15:02:41
149089,1110,Measure of State Empathy,7472,125635,male,test,20.0,MSE_2,92861226,2,5,2024-09-10 15:02:34,2024-09-10 15:02:41
149089,1110,Measure of State Empathy,7472,125635,male,test,20.0,MSE_3,92861227,3,5,2024-09-10 15:02:34,2024-09-10 15:02:41
149089,1110,Measure of State Empathy,7472,125635,male,test,20.0,MSE_4,92861228,4,2,2024-09-10 15:02:34,2024-09-10 15:02:41
149089,1110,Measure of State Empathy,7472,125635,male,test,20.0,MSE_5,92861229,5,4,2024-09-10 15:02:34,2024-09-10 15:02:41
149089,1110,Measure of State Empathy,7472,125635,male,test,20.0,MSE_6,92861230,6,4,2024-09-10 15:02:34,2024-09-10 15:02:41
